tconst	ordering	nconst	category	job	characters
tt0000370	2	nm0095816	director	""	""
tt0000370	3	nm1304340	writer	play 'Scrooge'	""
tt0000370	4	nm0002042	writer	"novel ""A Christmas Carol"""	""
tt0000370	5	nm0666972	producer	producer	""
tt0000371	1	nm0349785	director	""	""
tt0000372	1	nm0349785	director	""	""
tt0000373	1	nm0954087	director	""	""
tt0000374	1	nm0349785	director	""	""
tt0000375	1	nm0182052	director	""	""
tt0000376	10	nm0466448	actor	""	""
tt0000376	1	nm0617272	actress	""	"[""Salome""]"
tt0000376	2	nm0086082	actress	""	""
tt0000376	3	nm0632577	actress	""	""
tt0000376	4	nm0631776	actress	""	""
tt0000376	5	nm0958169	director	""	""
tt0000376	6	nm0670740	writer	""	""
tt0000376	7	nm0449435	composer	""	""
tt0000376	8	nm0078562	actress	""	"[""Táncos""]"
tt0000376	9	nm0051042	actress	""	""
tt0000377	1	nm0095816	director	""	""
tt0000377	2	nm0666972	producer	producer	""
tt0000378	1	nm0462306	actress	""	""
tt0000378	2	nm0815907	actress	""	""
tt0000378	3	nm0349785	director	""	""
tt0000379	1	nm0005717	director	""	""
tt0000380	1	nm0634629	director	co-director	""
tt0000380	2	nm0954087	director	co-director	""
tt0000380	3	nm0674518	writer	tale	""
tt0000381	1	nm0168621	actor	""	""
tt0000381	2	nm0002615	producer	producer	""
tt0000382	1	nm0005717	director	""	""
tt0000383	1	nm0005717	director	""	""
tt0000384	1	nm0349785	director	""	""
tt0000385	1	nm0349785	director	""	""
tt0000386	1	nm0349785	director	""	""
tt0000387	1	nm5394591	actor	""	"[""Attendant Bearing King Edward's Sword""]"
tt0000387	2	nm0617588	director	""	""
tt0000387	3	nm0881616	director	""	""
tt0000388	1	nm0260089	actress	""	""
tt0000388	2	nm0349785	director	""	""
tt0000389	1	nm0349785	director	""	""
tt0000390	1	nm0349785	director	""	""
tt0000391	1	nm0349785	director	""	""
tt0000392	1	nm0095816	director	""	""
tt0000392	2	nm0666972	producer	producer	""
tt0000393	1	nm0349785	director	""	""
tt0000394	1	nm0349785	director	""	""
tt0000395	1	nm0349785	director	""	""
tt0000396	1	nm0349785	director	""	""
tt0000397	1	nm0349785	director	""	""
tt0000398	1	nm0349785	director	""	""
tt0000399	1	nm0924920	actor	""	"[""Farmer""]"
tt0000399	2	nm0925513	actor	""	"[""Jack""]"
tt0000399	3	nm2092030	director	""	""
tt0000399	4	nm0692105	director	""	""
tt0000400	1	nm0349785	director	""	""
tt0000401	1	nm0349785	director	""	""
tt0000402	1	nm0338379	actor	""	""
tt0000402	2	nm0808310	director	""	""
tt0000403	1	nm0349785	director	""	""
tt0000404	1	nm0349785	director	""	""
tt0000405	1	nm0349785	director	""	""
tt0000406	1	nm0035502	cinematographer	""	""
tt0000407	1	nm0005717	director	""	""
tt0000408	1	nm0349785	director	""	""
tt0000409	1	nm0349785	actress	""	""
tt0000409	2	nm4905952	actress	""	""
tt0000409	3	nm4906549	actress	""	""
tt0000410	1	nm0035502	director	""	""
tt0000411	1	nm0349785	director	""	""
tt0000412	1	nm0555522	director	""	""
tt0000413	1	nm0617588	actor	""	"[""The Blonde Miser"",""Thief""]"
tt0000414	1	nm0542567	actor	""	"[""Uncle Josh""]"
tt0000414	2	nm0692105	director	""	""
tt0000415	1	nm0349785	director	""	""
tt0000416	1	nm0954087	director	""	""
tt0000416	2	nm0957652	writer	"novel ""L'Assommoir"""	""
tt0000417	1	nm0617588	actor	""	"[""Prof. Barbenfouillis"",""The Moon""]"
tt0000417	2	nm0029244	actor	""	"[""Astronomer - Nostradamus""]"
tt0000417	3	nm0076933	actress	""	"[""Lady in the Moon""]"
tt0000417	4	nm1215996	actor	""	"[""Astronomer- Alcofrisbas""]"
tt0000417	5	nm0894523	writer	"novel ""De la Terre à la Lune"""	""
tt0000417	6	nm0920229	writer	"novel ""First Men in the Moon"""	""
tt0000417	7	nm0242155	composer	""	""
tt0000417	8	nm0324073	composer	""	""
tt0000417	9	nm4491570	composer	""	""
tt0000418	1	nm0353576	director	""	""
tt0000419	1	nm0349785	director	""	""
tt0000420	1	nm0164281	actress	""	"[""Alice""]"
tt0000420	2	nm0378408	actor	""	"[""Frog""]"
tt0000420	3	nm1012587	actor	""	"[""Large Dog""]"
tt0000420	4	nm0265714	actor	""	"[""Card""]"
tt0000420	5	nm0832948	director	""	""
tt0000420	6	nm0140902	writer	"novel ""Alice's Adventures in Wonderland"""	""
tt0000421	1	nm0954087	actor	""	""
tt0000421	2	nm0349785	director	""	""
tt0000422	1	nm0954087	actor	""	"[""Traveler""]"
tt0000422	2	nm0349785	director	""	""
tt0000423	1	nm0617588	actor	""	""
tt0000424	1	nm0349785	director	""	""
tt0000425	1	nm0168621	actor	""	""
tt0000425	2	nm0783152	producer	producer	""
tt0000426	1	nm0168621	actor	""	""
tt0000426	2	nm0002615	producer	producer	""
tt0000427	1	nm0349785	director	""	""
tt0000428	1	nm0005717	director	""	""
tt0000429	1	nm0349785	director	""	""
tt0000430	1	nm10102653	actor	""	"[""Chess Player""]"
tt0000430	2	nm0666972	director	""	""
tt0000431	1	nm0349785	director	""	""
tt0000432	1	nm0954087	actor	""	""
tt0000432	2	nm0349785	director	""	""
tt0000433	1	nm0349785	director	""	""
tt0000434	1	nm2940350	actress	""	"[""Dorothy""]"
tt0000434	2	nm0808310	director	""	""
tt0000435	1	nm0349785	director	""	""
tt0000436	1	nm0095816	director	""	""
tt0000436	2	nm0666972	director	""	""
tt0000437	1	nm0349785	director	""	""
tt0000438	1	nm0349785	director	""	""
tt0000439	10	nm0302368	actor	""	"[""Little Boy""]"
tt0000439	1	nm0001908	actor	""	"[""Bandit"",""Shot Passenger"",""Tenderfoot Dancer""]"
tt0000439	2	nm0007625	actor	""	"[""Sheriff""]"
tt0000439	3	nm0055607	actor	""	""
tt0000439	4	nm0055661	actor	""	"[""Bandit Who Fires at Camera""]"
tt0000439	5	nm0692105	director	""	""
tt0000439	6	nm1145809	writer	story	""
tt0000439	7	nm0807466	cinematographer	""	""
tt0000439	8	nm0131750	actor	""	"[""Sheriff""]"
tt0000439	9	nm2313241	actor	""	"[""Fourth Bandit""]"
tt0000440	1	nm0617588	actor	""	"[""Musketeer""]"
tt0000441	1	nm0159015	director	""	""
tt0000441	2	nm0842605	writer	"novel ""The Travels of Gulliver"""	""
tt0000442	1	nm0622273	actress	""	"[""Barnemordersken""]"
tt0000442	2	nm1854449	actor	""	""
tt0000442	3	nm0253298	director	""	""
tt0000442	4	nm1856940	writer	writer	""
tt0000442	5	nm1857036	writer	writer	""
tt0000443	1	nm0742777	director	""	""
tt0000443	2	nm3887135	writer	scenario	""
tt0000443	3	nm0519303	writer	"poem ""The Song of Hiawatha"""	""
tt0000444	1	nm0954087	actor	""	"[""Magician""]"
tt0000444	2	nm0349785	director	""	""
tt0000445	1	nm0349785	director	""	""
tt0000446	1	nm0567363	director	""	""
tt0000447	1	nm0692105	actor	""	"[""Policeman""]"
tt0000447	2	nm0891119	actress	""	"[""The Girl""]"
tt0000447	3	nm0924475	actor	""	"[""The Fireman""]"
tt0000447	4	nm0924920	actor	""	"[""Fire Chief""]"
tt0000447	5	nm2092030	director	""	""
tt0000448	1	nm0349785	director	""	""
tt0000449	1	nm0349785	director	""	""
tt0000450	1	nm0349785	director	""	""
tt0000451	1	nm0809419	actress	""	"[""Mary Jane""]"
tt0000451	2	nm0808310	director	""	""
tt0000452	1	nm0001908	actor	""	"[""Messenger Boy""]"
tt0000452	2	nm0692105	director	""	""
tt0000453	1	nm0349785	director	""	""
tt0000454	1	nm0349785	director	""	""
tt0000455	1	nm0617588	actor	""	"[""The Melomaniac""]"
tt0000456	1	nm0005658	cinematographer	""	""
tt0000457	1	nm0349785	director	""	""
tt0000458	1	nm0349785	director	""	""
tt0000459	1	nm0692105	cinematographer	""	""
tt0000460	1	nm0567363	director	""	""
tt0000461	1	nm0349785	director	""	""
tt0000462	1	nm0349785	director	""	""
tt0000463	1	nm0005717	director	""	""
tt0000464	1	nm0420198	actor	""	"[""Rip Van Winkle""]"
tt0000464	2	nm0005690	director	""	""
tt0000464	3	nm0099105	writer	play	""
tt0000464	4	nm0410331	writer	story	""
tt0000465	1	nm0617588	actor	""	"[""Prince Bel-Azor""]"
tt0000465	2	nm9473330	actress	""	"[""Princess Azurine""]"
tt0000465	3	nm0076933	actress	""	"[""Aurora""]"
tt0000465	4	nm0214243	actor	""	"[""Role""]"
tt0000465	5	nm1340310	writer	"story ""La Biche au bois"""	""
tt0000465	6	nm0243651	actor	""	"[""Extra""]"
tt0000466	1	nm0349785	director	""	""
tt0000467	1	nm0349785	director	""	""
tt0000468	1	nm0349785	director	""	""
tt0000469	1	nm0808310	director	""	""
tt0000470	1	nm0349785	director	""	""
tt0000471	1	nm0692105	director	""	""
tt0000471	2	nm0832952	writer	"novel ""Uncle Tom's Cabin"""	""
tt0000472	1	nm10342565	actor	""	"[""Arthur Shelby""]"
tt0000472	2	nm0002615	actor	""	"[""Simon Legree""]"
tt0000472	3	nm0832952	writer	"novel ""Uncle Tom's Cabin"""	""
tt0000473	1	nm0349785	director	""	""
tt0000474	1	nm0349785	director	""	""
tt0000475	1	nm3345408	actor	""	""
tt0000475	2	nm0095816	director	""	""
tt0000475	3	nm0666972	producer	producer	""
tt0000476	1	nm0349785	director	""	""
tt0000477	1	nm5121267	actor	""	""
tt0000477	2	nm5121475	actor	""	""
tt0000477	3	nm1597962	actor	""	""
tt0000477	4	nm0349785	director	""	""
tt0000478	1	nm0172118	director	""	""
tt0000479	1	nm0666972	director	""	""
tt0000480	1	nm0617588	actor	""	""
tt0000481	1	nm0666972	producer	producer	""
tt0000482	1	nm0349785	director	""	""
tt0000483	1	nm0349785	director	""	""
tt0000484	1	nm0349785	director	""	""
tt0000485	1	nm0349785	director	""	""
tt0000486	1	nm0659947	actor	""	"[""Monsieur Beaucaire""]"
tt0000486	2	nm1173635	actor	""	""
tt0000486	3	nm0069325	actress	""	""
tt0000486	4	nm0085865	actor	""	""
tt0000486	5	nm0850483	writer	novel	""
tt0000486	6	nm0085870	actress	""	""
tt0000487	1	nm0523316	actress	""	"[""Little Girl (Telegrapher's daughter)""]"
tt0000487	2	nm0002615	director	""	""
tt0000487	3	nm0292418	cinematographer	""	""
tt0000488	10	nm0177886	actor	""	"[""The Minister""]"
tt0000488	1	nm0298300	actor	""	"[""Joe, the Newsboy""]"
tt0000488	2	nm0065035	actress	""	"[""Joe's Grandmother""]"
tt0000488	3	nm0250480	actor	""	"[""Manager of the Fresh Air Fund""]"
tt0000488	4	nm0422465	actress	""	"[""Committee Woman""]"
tt0000488	5	nm0789748	director	""	""
tt0000488	6	nm0794919	writer	""	""
tt0000488	7	nm0588295	actress	""	"[""Committee Woman""]"
tt0000488	8	nm1096358	actress	""	"[""Committee Woman""]"
tt0000488	9	nm0259860	actress	""	"[""Committee Woman""]"
tt0000489	1	nm0349785	director	""	""
tt0000490	1	nm0349785	director	""	""
tt0000491	1	nm0005658	cinematographer	""	""
tt0000492	1	nm0567363	director	""	""
tt0000492	2	nm0005658	cinematographer	""	""
tt0000493	1	nm0349785	director	""	""
tt0000494	1	nm0349785	director	""	""
tt0000495	1	nm0954087	director	""	""
tt0000495	2	nm0159015	cinematographer	""	""
tt0000496	1	nm0007625	cinematographer	""	""
tt0000496	2	nm0692105	cinematographer	""	""
tt0000498	1	nm1012587	actor	""	"[""Rover the dog""]"
tt0000498	2	nm0164281	actress	""	"[""Nursemaid""]"
tt0000498	3	nm0378407	actress	""	"[""The baby""]"
tt0000498	4	nm0378408	actor	""	"[""Harassed father""]"
tt0000498	5	nm0280432	director	""	""
tt0000498	6	nm1539443	writer	story	""
tt0000498	7	nm1428608	actress	""	"[""Gypsy woman""]"
tt0000498	8	nm0809910	actor	""	"[""Soldier""]"
tt0000499	1	nm0617588	actor	""	"[""Mabouloff""]"
tt0000499	2	nm0016317	actress	""	"[""Madame Latrouille""]"
tt0000499	3	nm0194945	actress	""	"[""Villager at seaport""]"
tt0000499	4	nm8706003	actress	""	"[""Nurse in Swiss hospital""]"
tt0000499	5	nm0894523	writer	"play ""Le Voyage a travers l'Impossible"""	""
tt0000499	6	nm0257866	writer	"play ""Le Voyage a travers l'Impossible"""	""
tt0000500	1	nm0005658	cinematographer	""	""
tt0000501	1	nm0001908	actor	""	"[""Sherlock Holmes""]"
tt0000501	2	nm1173635	actor	""	"[""John H. Watson, M.D.""]"
tt0000501	3	nm0659947	actor	""	"[""Bandit""]"
tt0000501	4	nm0792727	actor	""	"[""Bandit""]"
tt0000501	5	nm0085865	director	""	""
tt0000501	6	nm0236279	writer	story	""
tt0000501	7	nm0509478	writer	scenario	""
tt0000502	1	nm0215752	actor	""	""
tt0000502	2	nm0252720	actor	""	""
tt0000502	3	nm0063413	director	""	""
tt0000502	4	nm0657268	writer	""	""
tt0000502	5	nm0675388	writer	""	""
tt0000503	1	nm0185426	director	""	""
tt0000504	1	nm0185426	director	""	""
tt0000505	1	nm0214243	actor	""	""
tt0000505	2	nm0340020	actor	""	""
tt0000505	3	nm0537222	actor	""	""
tt0000505	4	nm0097918	actor	""	""
tt0000505	5	nm1563072	director	""	""
tt0000505	6	nm0381874	director	""	""
tt0000506	1	nm0353576	director	""	""
tt0000507	1	nm0005658	cinematographer	""	""
tt0000508	1	nm0185426	director	""	""
tt0000509	1	nm0214243	actor	""	""
tt0000509	2	nm1563072	director	""	""
tt0000509	3	nm0381874	writer	""	""
tt0000509	4	nm0159015	cinematographer	""	""
tt0000510	1	nm0063413	director	""	""
tt0000511	1	nm0065393	actress	""	"[""Esmeralda""]"
tt0000511	2	nm0903455	actor	""	"[""Quasimodo""]"
tt0000511	3	nm0349785	director	""	""
tt0000511	4	nm0419327	director	co-director	""
tt0000511	5	nm0401076	writer	"novel ""Notre Dame de Paris"""	""
tt0000511	6	nm0094975	cinematographer	""	""
tt0000511	7	nm0579494	production_designer	""	""
tt0000512	1	nm0005658	cinematographer	""	""
tt0000513	1	nm0185426	director	""	""
tt0000514	1	nm0016071	actor	""	""
tt0000514	2	nm0602663	actor	""	""
tt0000514	3	nm0661362	actor	""	""
tt0000514	4	nm0684029	actor	""	""
tt0000514	5	nm0005717	director	""	""
tt0000514	6	nm0722712	actor	""	""
tt0000514	7	nm0813578	actor	""	""
tt0000514	8	nm0896066	actor	""	""
tt0000514	9	nm0899837	actress	""	""
tt0000515	1	nm0159015	director	""	""
tt0000516	1	nm0159015	actor	""	"[""Bertrand""]"
tt0000516	2	nm0558863	actress	""	"[""Laure""]"
tt0000517	1	nm0063413	director	""	""
tt0000518	1	nm0140054	actor	""	""
tt0000518	2	nm0159015	writer	""	""
tt0000519	1	nm1671089	actress	""	"[""The Kleptomaniac, Mrs. Banker""]"
tt0000519	2	nm1670497	actor	""	"[""Store Detective""]"
tt0000519	3	nm1215402	actress	""	"[""Female Detective""]"
tt0000519	4	nm1670913	actor	""	"[""Superintendant, Department Store""]"
tt0000519	5	nm0692105	director	""	""
tt0000519	6	nm0250983	actress	""	"[""The Thief""]"
tt0000519	7	nm0728289	actor	""	"[""Police Court Judge""]"
tt0000519	8	nm0183817	actress	""	"[""Justice""]"
tt0000520	1	nm0353575	actor	""	"[""Charles Peace""]"
tt0000520	2	nm2329855	actress	""	"[""Mrs. Dyson""]"
tt0000520	3	nm2326707	actress	""	"[""Peace's Accomplice""]"
tt0000520	4	nm2331275	actor	""	"[""Dyson""]"
tt0000520	5	nm0353576	director	""	""
tt0000520	6	nm2329944	actor	""	"[""First Policeman""]"
tt0000520	7	nm2485827	actor	""	"[""Second Policeman""]"
tt0000520	8	nm4749111	actor	""	"[""Third Policeman""]"
tt0000520	9	nm2332493	actress	""	"[""Peace's Mother""]"
tt0000521	1	nm0692105	director	""	""
tt0000522	1	nm0005658	cinematographer	""	""
tt0000523	1	nm0005658	cinematographer	""	""
tt0000524	1	nm0005658	director	""	""
tt0000524	2	nm13890136	composer	""	""
tt0000525	1	nm0358349	actor	""	"[""Joe - le cow-boy""]"
tt0000525	2	nm0595321	actor	""	""
tt0000525	3	nm0196787	actress	""	""
tt0000525	4	nm0719480	actor	""	""
tt0000525	5	nm0243796	director	""	""
tt0000525	6	nm0357890	actor	""	""
tt0000525	7	nm0014656	actor	""	""
tt0000526	1	nm0005658	cinematographer	""	""
tt0000527	1	nm0185426	director	""	""
tt0000528	1	nm0792727	actor	""	"[""Raffles""]"
tt0000528	2	nm0085870	actress	""	""
tt0000528	3	nm0001908	director	""	""
tt0000528	4	nm0696078	writer	"play ""Raffles, the Amateur Cracksman"""	""
tt0000528	5	nm0395216	writer	novel	""
tt0000528	6	nm0734207	producer	producer	""
tt0000528	7	nm0807235	cinematographer	""	""
tt0000529	1	nm0005658	cinematographer	""	""
tt0000530	1	nm0159015	director	""	""
tt0000531	1	nm0140054	actor	""	""
tt0000531	2	nm0159015	director	""	""
tt0000532	1	nm0185426	director	""	""
tt0000533	1	nm0783152	producer	producer	""
tt0000534	1	nm0095816	director	""	""
tt0000534	2	nm0666972	producer	producer	""
tt0000535	1	nm0422149	actress	""	"[""Anarkistens kone""]"
tt0000535	2	nm0488932	actor	""	"[""Anarkisten""]"
tt0000535	3	nm0333175	cinematographer	""	""
tt0000535	4	nm0470250	production_designer	""	""
tt0000536	1	nm0691995	actress	""	""
tt0000536	2	nm0691996	actress	""	""
tt0000536	3	nm6758605	director	""	""
tt0000536	4	nm0582268	director	""	""
tt0000537	1	nm0005658	cinematographer	""	""
tt0000538	1	nm0005717	director	""	""
tt0000539	1	nm0647763	director	""	""
tt0000541	1	nm0422149	actress	""	""
tt0000541	2	nm0023121	actor	""	""
tt0000541	3	nm0676941	actor	""	""
tt0000541	4	nm0488932	actor	""	""
tt0000541	5	nm0630737	writer	""	""
tt0000541	6	nm0084830	cinematographer	""	""
tt0000542	1	nm0261789	actress	""	""
tt0000542	2	nm0602663	actor	""	""
tt0000542	3	nm0896066	actor	""	""
tt0000542	4	nm1050849	actor	""	""
tt0000542	5	nm0005717	director	""	""
tt0000543	1	nm0647763	director	""	""
tt0000543	2	nm0084830	cinematographer	""	""
tt0000543	3	nm0333175	cinematographer	""	""
tt0000544	1	nm1210247	director	""	""
tt0000544	2	nm0666972	producer	producer	""
tt0000545	1	nm0005658	cinematographer	""	""
tt0000546	1	nm0106151	actor	""	"[""The Rarebit Fiend""]"
tt0000546	2	nm0567363	director	""	""
tt0000546	3	nm0692105	director	""	""
tt0000546	4	nm0565560	writer	comic strip	""
tt0000547	1	nm0005717	director	""	""
tt0000548	1	nm0488932	actor	""	"[""Fisker""]"
tt0000548	2	nm0422149	actress	""	"[""hans Kone""]"
tt0000548	3	nm0526168	actor	""	""
tt0000548	4	nm0647763	writer	""	""
tt0000548	5	nm0333175	cinematographer	""	""
tt0000549	1	nm0676941	actor	""	"[""Petersen""]"
tt0000549	2	nm0488932	director	""	""
tt0000549	3	nm0333175	cinematographer	""	""
tt0000550	1	nm0454375	self	""	"[""Self - King of Denmark""]"
tt0000550	2	nm1678676	self	""	"[""Self""]"
tt0000550	3	nm0647763	director	""	""
tt0000550	4	nm0084830	cinematographer	""	""
tt0000552	1	nm0095816	director	""	""
tt0000552	2	nm0666972	producer	producer	""
tt0000553	1	nm0659947	actor	""	""
tt0000553	2	nm0710362	actor	""	""
tt0000553	3	nm0085865	director	""	""
tt0000554	1	nm0085865	actor	""	"[""Cartoonist""]"
tt0000555	1	nm0421454	actress	""	"[""Pigen""]"
tt0000555	2	nm0488932	actor	""	"[""Den unge mand""]"
tt0000555	3	nm0526168	actor	""	"[""Pigens far""]"
tt0000555	4	nm0630737	writer	""	""
tt0000555	5	nm0333175	cinematographer	""	""
tt0000555	6	nm0470250	production_designer	""	""
tt0000556	1	nm0422149	actress	""	"[""Young Lady""]"
tt0000556	2	nm0488932	actor	""	"[""Boyfriend""]"
tt0000556	3	nm0676941	actor	""	"[""Seducer""]"
tt0000556	4	nm0647763	cinematographer	""	""
tt0000557	10	nm0166633	actor	""	""
tt0000557	1	nm2004235	actress	""	"[""Kathleen""]"
tt0000557	2	nm2014119	actor	""	"[""Terence O'Moore""]"
tt0000557	3	nm1669708	actor	""	"[""Captain Clearfield""]"
tt0000557	4	nm1670010	actor	""	"[""Dugan""]"
tt0000557	5	nm0692105	director	""	""
tt0000557	6	nm0601940	writer	poem	""
tt0000557	7	nm1675211	actor	""	"[""David O'Connor""]"
tt0000557	8	nm1669846	actor	""	"[""Father O'Cassidy""]"
tt0000557	9	nm1670421	actor	""	"[""Danny O'Lavey""]"
tt0000558	1	nm0005717	director	""	""
tt0000559	1	nm0380965	actor	""	""
tt0000559	2	nm4824625	actor	""	""
tt0000559	3	nm0354726	director	""	""
tt0000559	4	nm0084830	cinematographer	""	""
tt0000560	1	nm0005717	director	""	""
tt0000561	1	nm0692105	director	""	""
tt0000564	1	nm0085865	director	""	""
tt0000564	2	nm0002042	writer	novel	""
tt0000565	1	nm0692105	director	""	""
tt0000565	2	nm0601061	writer	"poem ""The Night Before Christmas"""	""
tt0000566	1	nm4824599	actor	""	"[""Professor""]"
tt0000566	2	nm0380965	actor	""	""
tt0000566	3	nm4824625	actor	""	""
tt0000566	4	nm1845806	actor	""	""
tt0000566	5	nm0354726	director	""	""
tt0000566	6	nm0488932	director	""	""
tt0000566	7	nm0084830	cinematographer	""	""
tt0000567	1	nm0617588	actor	""	"[""Satan""]"
tt0000567	2	nm0182945	writer	"play ""Le Quatre Cents Coups du diable"""	""
tt0000567	3	nm9551905	writer	"play ""Le Quatre Cents Coups de diable"""	""
tt0000569	1	nm0488932	director	""	""
tt0000569	2	nm0333175	cinematographer	""	""
tt0000570	1	nm0005658	cinematographer	""	""
tt0000571	1	nm0085865	director	""	""
tt0000572	1	nm0063413	director	""	""
tt0000573	1	nm0526168	actor	""	""
tt0000573	2	nm0676941	actor	""	""
tt0000573	3	nm0488932	director	""	""
tt0000573	4	nm0333175	cinematographer	""	""
tt0000574	10	nm0675239	cinematographer	director of photography	""
tt0000574	1	nm0846887	actress	""	"[""Kate Kelly""]"
tt0000574	2	nm0846894	actor	""	"[""School Master""]"
tt0000574	3	nm1431224	actor	""	"[""Joe Byrne""]"
tt0000574	4	nm3002376	actor	""	"[""Steve Hart""]"
tt0000574	5	nm0846879	director	""	""
tt0000574	6	nm0317210	producer	producer	""
tt0000574	7	nm0425854	producer	producer	""
tt0000574	8	nm0846911	producer	producer	""
tt0000574	9	nm2421834	composer	""	""
tt0000575	1	nm9335353	actor	""	"[""Ives, the Fisherman""]"
tt0000575	2	nm0617588	actor	""	""
tt0000575	3	nm0894523	writer	"novel ""Vingt Mille Lieues sous les mers"""	""
tt0000576	1	nm0159015	director	""	""
tt0000576	2	nm0665572	producer	producer	""
tt0000577	1	nm0488932	actor	""	""
tt0000577	2	nm0526168	actor	""	""
tt0000577	3	nm0333175	cinematographer	""	""
tt0000578	1	nm0878035	actor	""	"[""The Hobo""]"
tt0000578	2	nm0001908	director	""	""
