nconst	primaryName	birthYear	deathYear
nm0373851	Johan Ludvig Heiberg	1791	1860
nm0374658	William Heise	1847	1910
nm0375568	Anna-Lisa Hellström	1887	1949
nm0375704	Paula Helmert	""	""
nm0375839	Gunnar Helsengreen	1880	1939
nm0375840	Martha Helsengreen	1882	1938
nm0375871	Jenö Heltai	1871	1957
nm0376052	John C. Hemment	""	""
nm0376060	Edward Hemmerde	1871	1948
nm0376079	Alfred Hemming	1851	1942
nm0376221	Joseph Henabery	1888	1976
nm0376396	Dell Henderson	1883	1956
nm0376442	Grace Henderson	1860	1944
nm0376529	Lucius Henderson	1861	1947
nm0376556	Mr. Henderson	""	""
nm0376574	Ralf Henderson	""	""
nm0376653	Bert Hendler	1890	1968
nm0376742	Louis Hendricks	1860	1923
nm0376816	Albert Hendrickx	""	""
nm0376829	Anita Hendrie	1863	1940
nm0376833	Ernest Hendrie	1859	1929
nm0377053	Charles V. Henkel	""	""
nm0377080	Mrs. William G. Henkels	""	""
nm0377093	Edith Henkle	""	""
nm0377143	Rosina Henley	1890	1978
nm0377289	George Hennessy	""	""
nm0377315	Ruth Hennessy	1891	""
nm0377830	Gale Henry	1893	1972
nm0377855	Jack Henry	""	""
nm0377891	Katherine Henry	""	""
nm0377915	Marc Henry	""	""
nm0377923	Marion Henry	""	""
nm0377958	O. Henry	1862	1910
nm0377987	Robert Henry	""	""
nm0378057	Mat van Hensbergen	""	""
nm0378407	Barbara Hepworth	1904	1997
nm0378408	Cecil M. Hepworth	1873	1953
nm0378548	Gwynne Herbert	1859	1946
nm0378587	Lillian Herbert	1887	1923
nm0379107	Charles Herman	1838	1922
nm0379580	George Hernandez	1863	1922
nm0379764	James A. Herne	1839	1901
nm0380965	Jean Hersholt	1886	1956
nm0381005	Aage Hertel	1873	1944
nm0381159	William Addison Hervey	1870	1918
nm0381178	René Hervil	1881	1960
nm0381677	James Hester	1867	1924
nm0381874	André Heuzé	1880	1942
nm0381902	Reed Heustis	1882	1957
nm0381936	Jerold T. Hevener	1873	1947
nm0382104	Philip Hewland	1876	1953
nm0382474	Edna Hibbard	1894	1942
nm0382476	Fred Hibbard	1894	1925
nm0382562	Robert Hichens	1864	1950
nm0382700	Alfred Hickman	1873	1931
nm0382730	Howard Hickman	1880	1949
nm0382757	Roberta Hickman	""	""
nm0382774	Rodney Hickok	1891	1942
nm0382850	Eleanor Hicks	1886	1936
nm0382954	Russell Hicks	1895	1957
nm0383278	Wilbur Higby	1867	1934
nm0383329	Arthur Higgins	1891	1963
nm0383368	David Higgins	1858	1936
nm0383382	Ernest Higgins	1871	1945
nm0383495	Tasman Higgins	1888	1953
nm0383528	Percy Higginson	1878	1940
nm0383660	H.R. Hignett	1870	1959
nm0384051	Arthur Hill	1875	1932
nm0384276	George W. Hill	1895	1934
nm0384306	H.W. Hill	""	""
nm0384450	Kenneth Hill	1884	1929
nm0384591	Raymond C. Hill	1890	1941
nm0384754	Violette Hill	""	""
nm0384966	Robert Hilliard	1857	1927
nm0385258	Helen Hilton	""	""
nm0385485	Edith Hinckle	""	""
nm0385495	William Hinckley	1894	1918
nm0385541	Alma Hinding	1882	1981
nm0385686	Johnny Hines	1895	1970
nm0385714	Samuel E. Hines	1880	1939
nm0386036	Carl Hintz	1869	1926
nm0386853	Charles Hitchcock	1876	1960
nm0386863	Harry Hitchcock	""	""
nm0386893	Walter Hitchcock	1871	1917
nm0387549	Doty Hobart	1886	1958
nm0387551	George V. Hobart	1867	1926
nm0387612	Miss Hobbs	""	""
nm0387648	Carl Hobby	""	""
nm0388062	Earl Hodge	""	""
nm0388674	Franz Hofer	1882	1945
nm0388795	Aaron Hoffman	1880	1924
nm0389082	Ruby Hoffman	1886	1973
nm0389155	Carl Hoffmann	1885	1947
nm0389352	Anna Hofman-Uddgren	1868	1947
nm0389364	Ernst Hofmann	1880	1945
nm0389510	D. Hogan	""	""
nm0389512	Danny Hogan	1884	1930
nm0389775	Tien Hogue	""	""
nm0390041	John K. Holbrook	1877	1948
nm0390065	Christel Holch	1887	1969
nm0390345	Fay Holderness	1881	1963
nm0390366	Thomas Holding	1878	1929
nm0390479	Holger-Madsen	1878	1943
nm0390586	Felix Hollaender	1867	1931
nm0390676	Edna Holland	1895	1982
nm0390686	Frank Holland	1876	1950
nm0390703	Harold Holland	1885	1974
nm0390818	Rupert Sargent Holland	1878	1952
nm0391129	Arthur Hollingsworth	""	""
nm0391220	Alice Hollister	1886	1973
nm0391225	Doris Hollister	1906	1990
nm0391228	George K. Hollister	1873	1952
nm0391508	Holger Holm	1879	1916
nm0391837	Gerda Holmes	1891	1943
nm0391847	Helen Holmes	1893	1950
nm0391963	Mary J. Holmes	1825	1907
nm0392015	Rapley Holmes	1868	1928
nm0392059	Stuart Holmes	1884	1971
nm0392429	George Holt	1878	1944
nm0392442	Jack Holt	1888	1951
nm0392637	Jan Holtrop	1862	1917
nm0392709	Allen Holubar	1888	1923
nm0392906	Fred Homann	""	""
nm0392955	Homer	""	""
nm0393524	Thomas Hood	""	""
nm0393818	Arthur Hoops	1870	1916
nm0393949	Anthony Hope	1863	1933
nm0393973	Evelyn Hope	1904	1993
nm0394182	Jack Hopkins	1876	""
nm0394399	E. Mason Hopper	1885	1967
nm0394408	James Hopper	""	""
nm0394472	Violet Hopson	1887	1973
nm0394479	Avery Hopwood	1882	1928
nm0394524	Charles Horan	1886	1928
nm0394742	E.D. Horkheimer	1881	1966
nm0394743	H.M. Horkheimer	1882	1962
nm0394826	Edward Horn	1881	1937
nm0394980	Fred Hornby	1872	1929
nm0395023	James W. Horne	1881	1942
nm0395136	Violet Horner	1892	1970
nm0395216	E.W. Hornung	1866	1921
nm0395438	David Horsley	1873	1933
nm0395576	Clara Horton	1904	1976
nm0395637	M. Perry Horton	1889	1971
nm0395688	Walter Horton	1880	1962
nm0396207	Arthur Hotaling	1873	1938
nm0396235	Mae Hotely	1872	1954
nm0396416	Emerson Hough	1857	1923
nm0396433	William M. Hough	1882	1962
nm0396768	Arthur Housman	1889	1942
nm0397040	Eugen Hovind	""	""
nm0397167	Bronson Howard	1842	1908
nm0397313	George Bronson Howard	1879	1922
nm0397326	Harold Howard	1870	1944
nm0397464	Lionelle Howard	1886	1930
nm0397470	Lois Howard	""	""
nm0397513	Mr. Howard	""	""
nm0397525	Norman Howard	1888	1964
nm0397589	Samuel Howard	""	""
nm0397639	Tim Howard	""	""
nm0397669	Walter Howard	1866	1922
nm0397922	Alice Howell	1888	1961
nm0398241	Irene Howley	1888	""
nm0398268	Albert S. Howson	1881	1960
nm0398300	Jack Hoxie	1885	1965
nm0398446	Arthur Hoyt	1873	1953
nm0398453	Charles Hale Hoyt	1860	1900
nm0398459	Edward Hoyt	1859	1920
nm0398464	Harry O. Hoyt	1885	1961
nm0399536	Bianca Hubner	""	""
nm0399988	Wilbur Hudson	1870	""
nm0400103	Ángel Huerta	""	""
nm0400212	Justina Huff	1893	1977
nm0400218	Louise Huff	1895	1973
nm0400912	Rupert Hughes	1872	1956
nm0401076	Victor Hugo	1802	1885
nm0401337	Jack Hulcup	1878	1951
nm0401368	Gladys Hulette	1896	1991
nm0401382	Lorraine Huling	1897	1971
nm0401405	Arthur Stuart Hull	1878	1951
nm0401436	Jack Hull	1885	""
nm0401470	Shelly Hull	1884	1919
nm0401705	Gustaf Humble	1884	1949
nm0401743	Ilean Hume	1896	1978
nm0401744	Fergus Hume	1859	1932
nm0401924	James Humphrey	""	""
nm0401967	William Humphrey	1863	1942
nm0402023	Rita Humphreys	""	""
nm0402060	Joseph Humphries	""	""
nm0402076	Olga Humphries	""	""
nm0402238	Edgar Hungerford	""	""
nm0402239	J. Edward Hungerford	1883	1964
nm0402309	Willem Hunsche	""	""
nm0402475	Irene Hunt	1892	1988
nm0402489	Jay Hunt	1855	1932
nm0402790	Dick Hunter	1875	1962
nm0402802	Edna Hunter	1876	1920
nm0402905	Kenneth Hunter	1882	1961
nm0403054	T. Hayes Hunter	1884	1944
nm0403151	Fred Huntley	1862	1931
nm0403165	Luray Huntley	1890	1919
nm0403319	Earl Hurd	1880	1940
nm0403398	William Hurlbut	1878	1957
nm0403439	Frank Hurley	1885	1962
nm0403465	Julia Hurley	1848	1927
nm0403636	Paul Hurst	1888	1953
nm0403851	Bergliot Husberg	1884	1975
nm0404222	William Hutchison	1869	1918
nm0404282	Miriam Hutchins	""	""
nm0404327	Craig Hutchinson	1891	1976
nm0404431	Charles Hutchison	1879	1949
nm0404642	Leona Hutton	1892	1949
nm0404645	Lucille Hutton	1898	1979
nm0404980	Harry Hyde	""	""
nm0405219	John B. Hymer	1875	1953
nm0405657	Lisa Håkansson-Taube	1880	1964
nm0405680	Hébert	""	""
nm0406094	Edgar Høyer	1859	1942
nm0406107	Margarete Hübler	""	""
nm0407322	Aladár Ihász	1886	1960
nm0407817	Martha Illington	""	""
nm0408219	Fred Immler	1880	1965
nm0408278	Pastora Imperio	1889	1979
nm0408429	John Ince	1878	1947
nm0408433	Ralph Ince	1887	1937
nm0408436	Thomas H. Ince	1880	1924
nm0408850	Gus Ingles	1876	1952
nm0408863	E. Magnus Ingleton	1873	1936
nm0408865	George Ingleton	1861	1926
nm0408932	Harrish Ingraham	1881	""
nm0408937	Lloyd Ingraham	1874	1956
nm0408938	Lois Ingraham	1908	1955
nm0409208	Camillo Innocenti	""	""
nm0409251	Makoto Inokuchi	1887	""
nm0409390	Charles Inslee	1870	1922
nm0409501	Denis d'Inès	1885	1968
nm0409736	Mikhail Ippolitov-Ivanov	1859	1935
nm0410008	R.E. Irish	1882	1962
nm0410271	George Irving	1874	1961
nm0410331	Washington Irving	1783	1859
nm0410425	May Irwin	1862	1938
nm0410467	Wallace Irwin	1875	1959
nm0410470	Will Irwin	1873	1948
nm0410756	José Isbert	1886	1966
nm0412167	Elaine Ivans	1900	1975
nm0412249	Ann Ivers	""	""
nm0412324	Charlotte Ives	1891	1976
nm0413045	Jacques Jaccard	1886	1960
nm0413240	José Jackson Veyán	""	""
nm0413582	Helen Hunt Jackson	1830	1885
nm0414088	Thomas Jackson	""	""
nm0414345	Billy Jacobs	1910	2004
nm0414716	Frederik Jacobsen	1876	1922
nm0414887	Lilly Jacobson	1893	1979
nm0414951	Käthie Jacobsson	""	""
nm0415241	Jean Jacquinet	""	""
nm0415403	Henrik Jaenzon	1886	1954
nm0416456	Eddie James	1886	1944
nm0416527	Gladden James	1888	1948
nm0417168	Bud Jamison	1895	1944
nm0417646	Elsie Janis	1889	1956
nm0417837	Emil Jannings	1884	1950
nm0417905	Jenö Janovics	1872	1945
nm0418086	Julie Jansen-Fuhr	1878	1947
nm0418109	Harriet Janson	""	""
nm0418751	Jack Jarman	1893	1945
nm0418913	Arthur L. Jarrett	1884	1960
nm0419223	Jasmine	""	""
nm0419228	Arthur Jasmine	1899	1954
nm0419327	Victorin-Hippolyte Jasset	1862	1913
nm0420186	Daisy Jefferson	1889	1967
nm0420198	Joseph Jefferson	1829	1905
nm0420232	Thomas Jefferson	1856	1932
nm0420237	William Jefferson	1876	1946
nm0420292	Hugh Jeffrey	1873	1927
nm0420350	C.A. Jeffries	""	""
nm0421030	G.E. Jenks	""	""
nm0421041	Si Jenks	1876	1970
nm0421104	Al J. Jennings	1863	1961
nm0421138	DeWitt Jennings	1871	1937
nm0421431	Eulalie Jensen	1884	1952
nm0421443	Frederik Jensen	1863	1934
nm0421454	Gerda Jensen	""	""
nm0421656	Richard Jensen	1883	1935
nm0421859	Kate Jepson	1860	1923
nm0421945	Rigmor Jerichau	1887	1960
nm0422065	Douglas Jerrold	1803	1857
nm0422135	George Jeske	1891	1951
nm0422149	Margrete Jespersen	1881	1947
nm0422465	Ethel Jewett	1877	1944
nm0422809	Eduardo Jimeno	""	""
nm0422930	Enrique Jiménez	""	""
nm0423572	Clara Joel	""	""
nm0423762	Adam Johansen	""	""
nm0424530	Arthur V. Johnson	1876	1916
nm0424690	Burges Johnson	1877	1963
nm0424692	Buster Johnson	1908	1969
nm0424817	Constance Johnson	1893	1951
nm0425020	Edith Johnson	1894	1969
nm0425049	Emory Johnson	1894	1960
nm0425191	H.L. Johnson	""	""
nm0425592	Lamar Johnstone	1884	1919
nm0425766	Martin E. Johnson	1884	1937
nm0425770	Mary Johnson	1896	1975
nm0425854	Millard Johnson	1871	""
nm0426310	Tefft Johnson	1871	1956
nm0426515	Agnes Christine Johnston	1896	1978
nm0426522	Allen Johnston	""	""
nm0426668	Jack W. Johnston	1876	1946
nm0426754	Lorimer Johnston	1858	1941
nm0426790	Moffat Johnston	1886	1935
nm0426900	Calder Johnstone	1880	1958
nm0426926	Justine Johnstone	1895	1982
nm0427113	Johan Jolin	1818	1884
nm0427342	Frank Jonasson	1878	1942
nm0427659	Buck Jones	1891	1942
nm0427995	Ed Jones	1875	1958
nm0428013	Edgar Jones	1874	1958
nm0428059	F. Richard Jones	1893	1930
nm0428219	Henry Arthur Jones	1851	1929
nm0428734	Marc Edmund Jones	1888	1980
nm0428895	Morgan Jones	1879	1951
nm0429459	William Jones	""	""
nm0430187	Sid Jordan	1889	1970
nm0430865	Margaret Joslin	1883	1956
nm0430910	William Jossey	1867	1937
nm0430968	Edward José	1865	1930
nm0431414	Ernest Joy	1878	1924
nm0431433	Leatrice Joy	1893	1985
nm0431484	Alice Joyce	1890	1955
nm0431898	Dorothy Judge	1891	1961
nm0431914	M. Judge	""	""
nm0432216	Rupert Julian	1879	1943
nm0432305	Ester Julin	1885	1931
nm0432721	Hans Junkermann	1872	1943
nm0432915	Maximillian Jurgens	""	""
nm0433165	Maibelle Heikes Justice	1871	1926
nm0433425	Mari Jászai	1850	1926
nm0433671	Martin Jørgensen	""	""
nm0433768	Barbosa Júnior	1897	1965
nm0434130	Gyözö Kabók	1881	1949
nm0434688	Arthur Kahane	""	""
nm0434820	Eleanor Kahn	1903	1982
nm0435117	Germaine Kaisen	""	""
nm0435118	Kaiser Wilhelm II	1859	1941
nm0435229	Erich Kaiser-Titz	1875	1928
nm0435747	Bertha Kalich	1874	1939
nm0435749	Lillian Kalich	""	""
nm0436704	Ester Rachel Kaminska	1870	1925
nm0436706	Ida Kaminska	1899	1980
nm0437312	Gail Kane	1885	1966
nm0437920	Robert Kanter	""	""
nm0439455	Karl Gerhard	1891	1964
nm0440059	Darwin Karr	1875	1945
nm0441259	Arthur Kathane	""	""
nm0441601	Monte M. Katterjohn	1891	1949
nm0442040	Reginald Wright Kauffman	1877	1959
nm0442108	Charles E. Kaufman	1874	1962
nm0442180	Joseph Kaufman	1882	1918
nm0442253	Sam Kaufman	1885	1972
nm0442519	Ivan Kavaleridze	1887	1978
nm0443157	Philip Kay	""	""
nm0443482	Charles Kayser	1878	1966
nm0443857	James Keane	1874	""
nm0443915	Mary Kearnen	1910	1967
nm0444274	Jane Keckley	1876	1963
nm0444404	Zena Keefe	1898	1976
nm0444428	Charles Keegan	1864	1944
nm0444645	Harry Keenan	1867	1944
nm0444797	Harry Leslie Keepers	1883	1963
nm0445208	Anthony Keith	1885	1954
nm0445257	June Keith	1887	1956
nm0445274	Martyn Keith	""	""
nm0445408	Herbert Kelcey	1855	1917
nm0445426	Daniel Keleher	1865	1917
nm0445507	Edgar Keller	1867	1932
nm0445584	Betty Keller	""	""
nm0445807	Annette Kellerman	1887	1975
nm0445856	John W. Kellette	1873	1922
nm0446010	W.A. Kelley	""	""
nm0446092	George Kellog	""	""
nm0446189	Anthony Paul Kelly	1897	1932
nm0446350	Dorothy Kelly	1894	1966
nm0446621	Mabel Kelly	1900	1954
nm0446634	Margot Kelly	1893	1976
nm0446769	Paul Kelly	1899	1956
nm0446802	R.H. Kelly	""	""
nm0446813	Renee Kelly	1888	1965
nm0447043	Fred Kelsey	1884	1961
nm0447082	Mayme Kelso	1867	1946
nm0447099	John Kelt	1865	1935
nm0447168	Nellie Kemberman	""	""
nm0447217	Jean Kemm	1874	1939
nm0447596	Harry Kendall	1872	1936
nm0447636	Preston Kendall	""	""
nm0447736	Helen Kendricks	""	""
nm0448012	Edgar Kennedy	1890	1948
nm0448177	Leo A. Kennedy	1884	1939
nm0448667	Betty Kent	""	""
nm0448682	Charles Kent	1852	1923
nm0448987	Doris Kenyon	1897	1979
nm0449136	Émile Keppens	1866	1926
nm0449435	Aurel Kern	1871	1928
nm0449516	Henry Kernan	""	""
nm0449706	Gregory Kerr	""	""
nm0449857	J. Warren Kerrigan	1879	1947
nm0449865	Kathleen Kerrigan	1868	1957
nm0450107	Theodore Kerwald	""	1918
nm0450440	Paul Kester	1869	1933
nm0450476	George Ketcham	""	""
nm0451617	Aleksandr Kheruvimov	1868	1931
nm0452121	Alice Kibbe	""	""
nm0452154	Stella Kibby	""	""
nm0452283	Edward E. Kidder	1848	1927
nm0452516	Charles Kiener	""	""
nm0453058	Dorothy Kilgour	""	""
nm0453059	Joseph Kilgour	1863	1933
nm0453315	Eero Kilpi	1882	1954
nm0453799	Edward Kimball	1859	1938
nm0453820	Mrs. E.M. Kimball	1860	1919
nm0454367	King Alfonso XIII	1886	1941
nm0454375	King Frederik VIII	1843	1912
nm0454376	King George V	1865	1936
nm0454535	Burton L. King	1877	1944
nm0454545	Carlton S. King	1881	1932
nm0454562	Charles King	1844	1933
nm0454564	Charles A. King	""	""
nm0454770	Helen King	""	""
nm0454771	Henry King	1886	1982
nm0454870	Joe King	1883	1951
nm0454936	Karl King	""	""
nm0455237	Rose King	1884	1967
nm0455412	Dorothy Kingdon	1886	1939
nm0455482	Lillian Kingsbury	""	""
nm0455504	Charles Kingsley	1819	1875
nm0455516	Florida Kingsley	1867	1937
nm0455544	Pierce Kingsley	1872	1936
nm0455612	Winifred Kingston	1894	1967
nm0455645	Eleanor Talbot Kinkead	1860	1950
nm0455653	George Kunkel	1866	1937
nm0455861	Koba Kinsbergen	1895	1985
nm0455867	Frank Kinsella	""	""
nm0456017	Rudyard Kipling	1865	1936
nm0456114	Andrew Kirby	1908	""
nm0456189	Madge Kirby	1884	""
nm0456203	Ollie Kirby	1886	1964
nm0456634	David Kirkland	1878	1964
nm0456645	Hardee Kirkland	1868	1929
nm0456780	Bertha Kirkstein	""	""
nm0456804	James Kirkwood	1875	1963
nm0457045	Virginia Kirtley	1888	1956
nm0457275	John M. Kiskadden	1879	1937
nm0457813	Henry Kitts	""	""
nm0458071	Alfred Kjerulf	1882	1938
nm0458607	Wilhelmina Kleij	1845	1934
nm0458691	Charles Klein	1867	1915
nm0458837	Joseph Klein	1862	1927
nm0459029	Rudolf Klein-Rhoden	1871	1936
nm0459053	George Kleine	1864	1931
nm0459142	Frank E. Kleinschmidt	1871	1949
nm0459319	Georg af Klercker	1877	1951
nm0459320	Selma Wiklund af Klercker	1872	1923
nm0459598	Arthur Kline	""	""
nm0459716	Mientje Kling	1894	1966
nm0461161	Violet Knights	1894	1973
nm0461295	Harley Knoles	1880	1936
nm0461387	Pavel Knorr	""	""
nm0461438	Lydia Knott	1866	1955
nm0461482	Alice Knowland	1879	1930
nm0461524	Harry Knowles	1878	1936
nm0461721	Johanne Skram Knudsen	1889	1971
nm0461743	Poul Knudsen	1889	1974
nm0462113	Erich Kober	1885	1955
nm0462306	Geneviève Koch	""	""
nm0462800	Hans F. Koenekamp	1891	1992
nm0464137	Henry Kolker	1874	1947
nm0464189	Klara Kollent	""	""
nm0465957	Keystone Kops	""	""
nm0466099	Alexander Korda	1893	1956
nm0466448	Kornerek	""	""
nm0466773	Bob Kortman	1887	1967
nm0467175	Nina Kosljaninowa	""	""
nm0468351	Bohumil Kovár	1865	1931
nm0469345	Minnie Krakauer	""	""
nm0470097	Charles Kraus	1865	1931
nm0470179	Bertel Krause	1880	1924
nm0470250	Robert Krause	""	""
nm0470307	Henry Krauss	1866	1935
nm0470328	Werner Krauss	1884	1959
nm0471223	Bertha Krieghoff	""	""
nm0471787	Vladimir Krivtsov	""	""
nm0471798	Eugenie Krix	1874	1954
nm0471818	Jan Krízenecký	1868	1921
nm0471866	Adrienne Kroell	1892	1949
nm0472236	Nils Krok	1865	1928
nm0472475	Elsa Krueger	1893	1941
nm0472496	Lizzy Krueger	""	""
nm0473134	Hanns Kräly	1884	1950
nm0473883	Alfred Kuehne	1872	1942
nm0474003	Frank Kugler	1869	1950
nm0475706	Kisaburô Kurihara	1885	1926
nm0476259	Maurice L. Kusell	1902	1992
nm0476502	Benjamin S. Kutler	1893	""
nm0476936	Vladimir Kvanin	""	""
nm0477437	Peter B. Kyne	1880	1957
nm0477708	Ivar Kåge	1881	1951
nm0477996	Lothar Körner	1883	1961
nm0478151	Friedrich Kühne	1870	1958
nm0478222	József Kürthy	1881	1939
nm0478296	Julian L'Estrange	1880	1918
nm0478298	Richard L'Estrange	1889	1963
nm0478359	Florence La Badie	1888	1917
nm0478380	La Belle Carmen	""	""
nm0478441	Gregory La Cava	1892	1952
nm0478475	Ella La Cour	1854	1935
nm0478487	Emile La Croix	1857	""
nm0478694	Marie La Manna	1895	1988
nm0478753	Axel de la Motte	1879	1937
nm0478838	Irma La Pierre	1886	1951
nm0478890	Dick La Reno	1863	1945
nm0478893	Utahna La Reno	1904	1973
nm0479007	Fontaine La Rue	1897	1964
nm0479034	Katherine La Salle	1892	1988
nm0479052	Kirk La Shelle	1862	1905
nm0479126	Laura La Varnie	1853	1939
nm0479514	Eugène Labiche	1815	1888
nm0480105	James Lackaye	1867	1919
nm0480107	Wilton Lackaye	1862	1932
nm0480372	Ernest Lacy	1863	1916
nm0480376	J.A. Lacy	""	""
nm0480674	Carl Laemmle	1867	1939
nm0480825	Paul Laffitte	1864	1949
nm0481419	Maurice Lagrenée	1893	1955
nm0482016	Charles Laite	1883	1937
nm0482115	Alice Lake	1895	1967
nm0482894	Joaquín Lamasco	""	""
nm0483022	Harry Lambart	1876	1949
nm0483056	Albert Lambert	1865	1941
nm0483082	C. Lambert	""	""
nm0483165	Helfrid Lambert	1869	1954
nm0483611	Isabel Lamon	1898	1958
nm0483846	William Lampe	""	""
nm0483943	Fritz Lamprecht	1883	1941
nm0484143	John Lancaster	1857	1935
nm0484169	Nora Lancaster	1882	1968
nm0484395	Max Landa	1873	1933
nm0484439	David Landau	1879	1935
nm0485220	Adele Lane	1877	1957
nm0485274	Charles Lane	1869	1945
nm0485667	Albert Lang	""	""
nm0485770	Howard Lang	1874	1941
nm0485880	Peter Lang	1859	1932
nm0485882	Phil Lang	1886	1919
nm0486041	Lillian Langdon	1860	1943
nm0486117	Gabrielle Lange	""	""
nm0486197	Sven Lange	1862	1930
nm0486542	Ramona Langley	1893	1983
nm0486967	Frank Lanning	1872	1945
nm0487007	J. Jiquel Lanoe	1875	1948
nm0487484	Petr Lopukhin	""	""
nm0488092	Edward LaRenz	""	""
nm0488280	Dolly Larkin	1889	1976
nm0488285	George Larkin	1887	1946
nm0488536	Mariano de Larra	""	""
nm0488932	Viggo Larsen	1880	1957
nm0489293	Uno Larsson	1893	1961
nm0489296	William Larsson	1873	1926
nm0489690	Jesse L. Lasky	1880	1958
nm0490163	William Addison Lathrop	1864	1925
nm0490660	William B. Laub	1889	1984
nm0490843	Anna Laughlin	1883	1937
nm0491134	Max Laurence	1852	1926
nm0491303	Cor Laurentius	1897	1963
nm0491304	Margot Laurentius-Jonas	""	""
nm0491498	Carl Lauritzen	1879	1940
nm0491503	Lau Lauritzen	1878	1938
nm0491585	Heinrich Lautensack	1881	1919
nm0491819	Henri Lavedan	1859	1940
nm0492280	Albin Lavén	1861	1917
nm0492302	Burton Law	1877	1963
nm0492381	Rodman Law	1885	1919
nm0492606	Adelaide Lawrence	1905	1989
nm0492661	Charles Lawrence	1896	1984
nm0492742	Edmund Lawrence	1881	1944
nm0492757	Florence Lawrence	1886	1938
nm0492774	Gerald Lawrence	1873	1957
nm0492993	Robert Lawrence	""	""
nm0493073	W.E. Lawrence	1896	1947
nm0494039	Charles Le Bargy	1858	1936
nm0494137	Suzanne Le Bret	1889	1928
nm0494498	C.F. Le None	""	""
nm0494615	Stella Razeto	1881	1948
nm0494629	Frank Le Strange	""	""
nm0494826	H. Alderson Leach	1878	""
nm0495051	Carlos Leal	""	""
nm0495218	Bessie Learn	1888	1987
nm0496376	Germaine Lecuyer	1886	1947
nm0496470	Otto Lederer	1886	1965
nm0496475	George W. Lederer	1862	1938
nm0496477	Gretchen Lederer	1891	1955
nm0496774	Alberta Lee	1860	1928
nm0496941	Carey Lee	1884	1930
nm0496972	Charles Lee	1870	1927
nm0497243	Ethel Lee	""	""
nm0497265	Florence Lee	1888	1962
nm0497444	Jack Lee	""	""
nm0497501	Jennie Lee	1848	1925
nm0497523	Jesse M. Lee	""	""
nm0497651	Katherine Lee	1909	1968
nm0498579	Dorothy Leeds	""	""
nm0498797	Enny de Leeuwe	1898	1982
nm0498833	André Lefaur	1879	1952
nm0499128	Hélène Lefèbvre	""	""
nm0499548	George LeGuere	1887	1947
nm0499674	Bernhard Lehmann	1860	1928
nm0499789	John Lehnberg	1883	1956
nm0499850	Anna Lehr	1890	1974
nm0499883	Henry Lehrman	1886	1946
nm0500168	Anne Leigh	""	""
nm0500227	Jack Leigh	1859	1934
nm0500361	Lillian Leighton	1874	1956
nm0500396	Thyra Leijman-Uppström	1878	1951
nm0500580	Bernardine R. Leist	""	""
nm0500903	Georgette Leland	""	""
nm0500909	Lea Leland	""	""
nm0501872	Melchior Lengyel	1880	1974
nm0501902	Paul Leni	1885	1929
nm0502090	Jane Lennox	""	""
nm0502181	Arthur Lenox	""	""
nm0502622	Frank Leonard	""	""
nm0502650	Jack Leonard	""	1921
nm0502700	Marie Leonard	1886	1965
nm0502701	Marion Leonard	1881	1956
nm0502752	Robert Z. Leonard	1889	1968
nm0502889	Henry Leone	1858	1922
nm0503083	Leonora	""	""
nm0503227	Vittoria Lepanto	1885	1965
nm0503415	René Leprince	1876	1929
nm0503693	Gaston Leroux	1868	1927
nm0504112	Helen Leslie	1894	""
nm0504144	Lila Leslie	1890	1940
nm0504171	Richard Leslie	""	""
nm0504353	George Lessey	1875	1947
nm0504373	Madge Lessing	1862	1935
nm0504490	Louise Lester	1867	1952
